"","date","collar","time","lat","long"
"1","2016-02-26","G7",2016-02-26 00:00:00,26.4472434244835,-36.1412043643232
"2","2016-02-26","G7",2016-02-26 01:00:00,25.3508418374605,-36.7379189953825
"3","2016-02-26","G7",2016-02-26 02:00:00,25.860276467085,-36.562215452408
"4","2016-02-26","G7",2016-02-26 03:00:00,25.808885771704,-36.9445099167355
"5","2016-02-26","G7",2016-02-26 04:00:00,25.7201699784391,-35.6682013719961
"6","2016-02-26","G7",2016-02-26 05:00:00,25.846114653277,-37.3208912915296
"7","2016-02-26","G7",2016-02-26 06:00:00,25.4501176810782,-36.7412797700156
"8","2016-02-26","G7",2016-02-26 07:00:00,25.0713065198554,-36.9615520738405
"9","2016-02-26","G7",2016-02-26 08:00:00,23.4875507227763,-34.8072091974948
"10","2016-02-26","G7",2016-02-26 09:00:00,23.2092872843327,-34.8086720464687
"11","2016-02-26","G7",2016-02-26 10:00:00,22.9290643777682,-34.9020051880997
"12","2016-02-26","G7",2016-02-26 11:00:00,23.0393697664649,-35.9839781254291
"13","2016-02-26","G7",2016-02-26 12:00:00,23.4646637174742,-35.5560073089348
"14","2016-02-26","G7",2016-02-26 13:00:00,24.3716131641888,-33.71568785956
"15","2016-02-26","G7",2016-02-26 14:00:00,23.6630418542133,-34.2651917934088
"16","2016-02-26","G7",2016-02-26 15:00:00,21.7443495465919,-34.049727936159
"17","2016-02-26","G7",2016-02-26 16:00:00,22.4508433305964,-31.9807972191651
"18","2016-02-26","G7",2016-02-26 17:00:00,21.8268634318125,-31.1640986533342
"19","2016-02-26","G7",2016-02-26 18:00:00,19.9341604088324,-32.0193487470602
"20","2016-02-26","G7",2016-02-26 19:00:00,17.9393477595572,-34.4404639586038
"21","2016-02-26","G7",2016-02-26 20:00:00,17.1483713374738,-33.8746763616677
"22","2016-02-26","G7",2016-02-26 21:00:00,16.1356412049513,-33.4548965247003
"23","2016-02-26","G7",2016-02-26 22:00:00,15.8160504631387,-34.1287358985837
"24","2016-02-26","G7",2016-02-26 23:00:00,17.6120004524831,-34.3119950065892
