"","date","collar","time","lat","long"
"1","2016-02-26","H8",2016-02-26 00:00:00,21.9575322629607,-36.491041550966
"2","2016-02-26","H8",2016-02-26 01:00:00,23.4295810001569,-33.9653544562543
"3","2016-02-26","H8",2016-02-26 02:00:00,24.0990955487702,-33.3668035605664
"4","2016-02-26","H8",2016-02-26 03:00:00,24.7097189278375,-32.1212309087126
"5","2016-02-26","H8",2016-02-26 04:00:00,22.6511128136127,-31.4106361655122
"6","2016-02-26","H8",2016-02-26 05:00:00,20.8313038471988,-30.7480382512682
"7","2016-02-26","H8",2016-02-26 06:00:00,21.6661913230368,-30.8736501661196
"8","2016-02-26","H8",2016-02-26 07:00:00,20.998715008616,-32.7339399356481
"9","2016-02-26","H8",2016-02-26 08:00:00,21.5881135946648,-33.8980459714232
"10","2016-02-26","H8",2016-02-26 09:00:00,21.4753935917143,-34.0888626275056
"11","2016-02-26","H8",2016-02-26 10:00:00,20.9929650177931,-35.2949460354566
"12","2016-02-26","H8",2016-02-26 11:00:00,20.2444396266046,-34.5935879922847
"13","2016-02-26","H8",2016-02-26 12:00:00,20.752292520841,-33.8385733664001
"14","2016-02-26","H8",2016-02-26 13:00:00,21.5141836269581,-34.4747741214257
"15","2016-02-26","H8",2016-02-26 14:00:00,19.8339823979447,-34.8134419684205
"16","2016-02-26","H8",2016-02-26 15:00:00,20.4647721045989,-34.2278525023584
"17","2016-02-26","H8",2016-02-26 16:00:00,19.5647749999756,-35.0048048282265
"18","2016-02-26","H8",2016-02-26 17:00:00,19.2035270514916,-35.7000569440508
"19","2016-02-26","H8",2016-02-26 18:00:00,18.4849569330601,-34.1953035046885
"20","2016-02-26","H8",2016-02-26 19:00:00,19.0250386715287,-34.2519954156074
"21","2016-02-26","H8",2016-02-26 20:00:00,17.5271581958617,-34.7708698902559
"22","2016-02-26","H8",2016-02-26 21:00:00,15.7368058690904,-35.4263298958126
"23","2016-02-26","H8",2016-02-26 22:00:00,14.8929796944055,-36.6117730446095
"24","2016-02-26","H8",2016-02-26 23:00:00,14.472175856535,-36.6417462416939
