"","date","collar","time","lat","long"
"1","2016-02-26","J10",2016-02-26 00:00:00,28.6643321959544,-36.340989099552
"2","2016-02-26","J10",2016-02-26 01:00:00,29.3972986255245,-35.8412291926783
"3","2016-02-26","J10",2016-02-26 02:00:00,28.5591301071775,-35.6961444352604
"4","2016-02-26","J10",2016-02-26 03:00:00,30.429482503477,-35.201897864368
"5","2016-02-26","J10",2016-02-26 04:00:00,29.1379238554187,-35.1620889201079
"6","2016-02-26","J10",2016-02-26 05:00:00,28.2310151418302,-35.4213614289627
"7","2016-02-26","J10",2016-02-26 06:00:00,29.4659198526083,-35.1965847206454
"8","2016-02-26","J10",2016-02-26 07:00:00,29.5768604516357,-33.9774310979251
"9","2016-02-26","J10",2016-02-26 08:00:00,31.4311727194025,-34.0276286976778
"10","2016-02-26","J10",2016-02-26 09:00:00,31.184952606824,-33.8448105490408
"11","2016-02-26","J10",2016-02-26 10:00:00,30.7859967978245,-33.0864604730612
"12","2016-02-26","J10",2016-02-26 11:00:00,30.639707967369,-33.350829811721
"13","2016-02-26","J10",2016-02-26 12:00:00,29.888583860344,-32.4207272806243
"14","2016-02-26","J10",2016-02-26 13:00:00,29.8274277112507,-34.2545135001388
"15","2016-02-26","J10",2016-02-26 14:00:00,28.7625681363865,-32.6606191388285
"16","2016-02-26","J10",2016-02-26 15:00:00,29.2430463924922,-34.3323261535752
"17","2016-02-26","J10",2016-02-26 16:00:00,28.7870114524779,-34.7386949637231
"18","2016-02-26","J10",2016-02-26 17:00:00,29.8755672215024,-36.3244375376675
"19","2016-02-26","J10",2016-02-26 18:00:00,29.9562065702007,-36.5419313911804
"20","2016-02-26","J10",2016-02-26 19:00:00,28.6675587885739,-35.4636900828305
"21","2016-02-26","J10",2016-02-26 20:00:00,26.8169122493138,-35.7302790505679
"22","2016-02-26","J10",2016-02-26 21:00:00,25.6909480068568,-35.7176214204195
"23","2016-02-26","J10",2016-02-26 22:00:00,26.3827748121076,-36.3958007820477
"24","2016-02-26","J10",2016-02-26 23:00:00,25.3985325909374,-36.4871828343629
