"","date","collar","time","lat","long"
"1","2016-02-26","A1",2016-02-26 00:00:00,27.7711473894782,-40.853394093526
"2","2016-02-26","A1",2016-02-26 01:00:00,28.6342186665365,-40.8666973526473
"3","2016-02-26","A1",2016-02-26 02:00:00,28.1269560695164,-39.1405237315113
"4","2016-02-26","A1",2016-02-26 03:00:00,28.7432502054538,-39.3818302797278
"5","2016-02-26","A1",2016-02-26 04:00:00,30.6741156692768,-39.3203183750658
"6","2016-02-26","A1",2016-02-26 05:00:00,31.2272172283302,-39.9234846897493
"7","2016-02-26","A1",2016-02-26 06:00:00,33.1427282405379,-40.3656271225774
"8","2016-02-26","A1",2016-02-26 07:00:00,33.7127979658176,-38.3999968152201
"9","2016-02-26","A1",2016-02-26 08:00:00,32.9105110419142,-36.4456000298187
"10","2016-02-26","A1",2016-02-26 09:00:00,32.9528365005541,-38.4444561169322
"11","2016-02-26","A1",2016-02-26 10:00:00,32.1354592532363,-38.6011266285867
"12","2016-02-26","A1",2016-02-26 11:00:00,32.6590497275791,-38.3937547651101
"13","2016-02-26","A1",2016-02-26 12:00:00,31.6948946875763,-38.4135342264299
"14","2016-02-26","A1",2016-02-26 13:00:00,30.0493965964286,-36.2181306273178
"15","2016-02-26","A1",2016-02-26 14:00:00,30.9910175664758,-36.8391007822768
"16","2016-02-26","A1",2016-02-26 15:00:00,29.3057431702556,-38.7172953586377
"17","2016-02-26","A1",2016-02-26 16:00:00,29.3943555395934,-38.1907449192994
"18","2016-02-26","A1",2016-02-26 17:00:00,30.0658228016563,-38.8962510822478
"19","2016-02-26","A1",2016-02-26 18:00:00,30.7626818400173,-39.2697927050371
"20","2016-02-26","A1",2016-02-26 19:00:00,31.0099838114934,-38.8802085638325
"21","2016-02-26","A1",2016-02-26 20:00:00,31.1506018275203,-39.1684585176322
"22","2016-02-26","A1",2016-02-26 21:00:00,30.8608541102729,-37.7116395975908
"23","2016-02-26","A1",2016-02-26 22:00:00,32.8114920694448,-37.4513572563094
"24","2016-02-26","A1",2016-02-26 23:00:00,32.9062199507464,-37.2654962708027
