"","date","collar","time","lat","long"
"1","2016-02-26","E5",2016-02-26 00:00:00,26.4925475515266,-36.9291577459807
"2","2016-02-26","E5",2016-02-26 01:00:00,25.9826138987406,-37.3794652343241
"3","2016-02-26","E5",2016-02-26 02:00:00,27.4711507326872,-37.3993300974376
"4","2016-02-26","E5",2016-02-26 03:00:00,27.5831761436041,-37.9820042165027
"5","2016-02-26","E5",2016-02-26 04:00:00,26.7311443349316,-37.3873229595352
"6","2016-02-26","E5",2016-02-26 05:00:00,26.3702178483544,-38.3853046549357
"7","2016-02-26","E5",2016-02-26 06:00:00,25.6658726895597,-38.047850352189
"8","2016-02-26","E5",2016-02-26 07:00:00,26.7988420454053,-39.1129584791146
"9","2016-02-26","E5",2016-02-26 08:00:00,25.373814644572,-39.3458993850745
"10","2016-02-26","E5",2016-02-26 09:00:00,25.5149215317123,-39.1476882955241
"11","2016-02-26","E5",2016-02-26 10:00:00,26.4385429619977,-39.4204470439909
"12","2016-02-26","E5",2016-02-26 11:00:00,25.8517101220472,-38.9212690817858
"13","2016-02-26","E5",2016-02-26 12:00:00,25.2250702874794,-37.06402357119
"14","2016-02-26","E5",2016-02-26 13:00:00,25.5376085561384,-37.1894883445043
"15","2016-02-26","E5",2016-02-26 14:00:00,25.8353365121235,-35.5340939928855
"16","2016-02-26","E5",2016-02-26 15:00:00,25.2239633896974,-35.9215934190791
"17","2016-02-26","E5",2016-02-26 16:00:00,24.4335927574176,-37.4514133275722
"18","2016-02-26","E5",2016-02-26 17:00:00,25.6482776128548,-36.8532739189199
"19","2016-02-26","E5",2016-02-26 18:00:00,24.8764259831762,-37.4558286321279
"20","2016-02-26","E5",2016-02-26 19:00:00,23.4585834568769,-35.6473294963739
"21","2016-02-26","E5",2016-02-26 20:00:00,23.2766157191009,-34.8702133821968
"22","2016-02-26","E5",2016-02-26 21:00:00,25.0264663566177,-34.079990822181
"23","2016-02-26","E5",2016-02-26 22:00:00,23.3378288662737,-32.6462074186877
"24","2016-02-26","E5",2016-02-26 23:00:00,20.7015879351724,-32.219972688581
