"","date","collar","time","lat","long"
"1","2016-02-26","I9",2016-02-26 00:00:00,27.28050945317,-36.8927723589639
"2","2016-02-26","I9",2016-02-26 01:00:00,28.1979088331256,-37.3332712122018
"3","2016-02-26","I9",2016-02-26 02:00:00,26.9346577068778,-36.9166951384749
"4","2016-02-26","I9",2016-02-26 03:00:00,26.1026530930023,-35.8556339134716
"5","2016-02-26","I9",2016-02-26 04:00:00,26.5800246774536,-34.9054786882944
"6","2016-02-26","I9",2016-02-26 05:00:00,25.5895403298415,-34.9574265626507
"7","2016-02-26","I9",2016-02-26 06:00:00,24.7386933584678,-35.9267504951907
"8","2016-02-26","I9",2016-02-26 07:00:00,25.2561121539568,-35.4162293735805
"9","2016-02-26","I9",2016-02-26 08:00:00,25.4325157645599,-33.3633274147102
"10","2016-02-26","I9",2016-02-26 09:00:00,24.2405008882763,-34.4741143647203
"11","2016-02-26","I9",2016-02-26 10:00:00,24.4800285829822,-35.4281011295424
"12","2016-02-26","I9",2016-02-26 11:00:00,25.6514483403353,-35.4154124910611
"13","2016-02-26","I9",2016-02-26 12:00:00,26.7400905276019,-35.3058124530756
"14","2016-02-26","I9",2016-02-26 13:00:00,28.1639326651074,-35.2693574967973
"15","2016-02-26","I9",2016-02-26 14:00:00,29.8246676577081,-35.6864584256773
"16","2016-02-26","I9",2016-02-26 15:00:00,30.3571640261799,-35.8121970139984
"17","2016-02-26","I9",2016-02-26 16:00:00,30.7018771984874,-37.8234499191955
"18","2016-02-26","I9",2016-02-26 17:00:00,31.6956229651757,-36.0199576019811
"19","2016-02-26","I9",2016-02-26 18:00:00,31.6312103005991,-38.6964788191909
"20","2016-02-26","I9",2016-02-26 19:00:00,33.2408193048052,-39.2121285993107
"21","2016-02-26","I9",2016-02-26 20:00:00,32.3008066752224,-38.6070624153815
"22","2016-02-26","I9",2016-02-26 21:00:00,31.8138374643464,-36.5820938582052
"23","2016-02-26","I9",2016-02-26 22:00:00,29.3472370621845,-37.6315102597245
"24","2016-02-26","I9",2016-02-26 23:00:00,29.6103904160454,-37.1993391790149
