"","date","collar","time","lat","long"
"1","2016-02-26","D4",2016-02-26 00:00:00,24.4899622371767,-35.2687136562557
"2","2016-02-26","D4",2016-02-26 01:00:00,24.9971692603431,-34.1951796831288
"3","2016-02-26","D4",2016-02-26 02:00:00,24.7481558785211,-35.4833874401757
"4","2016-02-26","D4",2016-02-26 03:00:00,25.237153923025,-36.2365305926563
"5","2016-02-26","D4",2016-02-26 04:00:00,25.8860533294245,-39.0516574102094
"6","2016-02-26","D4",2016-02-26 05:00:00,27.5236201697331,-39.4306598920137
"7","2016-02-26","D4",2016-02-26 06:00:00,28.1131834445113,-39.8809667277568
"8","2016-02-26","D4",2016-02-26 07:00:00,27.6881019803558,-39.5928482708176
"9","2016-02-26","D4",2016-02-26 08:00:00,25.9190839303661,-39.48221525684
"10","2016-02-26","D4",2016-02-26 09:00:00,25.5650176641001,-38.6359975019045
"11","2016-02-26","D4",2016-02-26 10:00:00,26.4907415649369,-36.8691892212809
"12","2016-02-26","D4",2016-02-26 11:00:00,23.3797471644319,-36.5723151694794
"13","2016-02-26","D4",2016-02-26 12:00:00,23.9120689904426,-36.5155415909442
"14","2016-02-26","D4",2016-02-26 13:00:00,23.7399681542422,-37.7288440476777
"15","2016-02-26","D4",2016-02-26 14:00:00,24.2142666498876,-37.8417399400441
"16","2016-02-26","D4",2016-02-26 15:00:00,21.99257808019,-37.2187480556602
"17","2016-02-26","D4",2016-02-26 16:00:00,23.2580364979527,-36.7036589379543
"18","2016-02-26","D4",2016-02-26 17:00:00,22.0457581268187,-36.7010248089653
"19","2016-02-26","D4",2016-02-26 18:00:00,21.6875150527112,-35.9242468481602
"20","2016-02-26","D4",2016-02-26 19:00:00,20.9818121973388,-35.3589019530242
"21","2016-02-26","D4",2016-02-26 20:00:00,19.2977378835466,-36.6114621784237
"22","2016-02-26","D4",2016-02-26 21:00:00,17.1522221611921,-36.0215154569732
"23","2016-02-26","D4",2016-02-26 22:00:00,17.9866779447752,-36.5081980621861
"24","2016-02-26","D4",2016-02-26 23:00:00,19.3939736827971,-36.2324733488404
