"","date","collar","time","lat","long"
"1","2016-02-26","B2",2016-02-26 00:00:00,24.2004474155013,-34.9108431311508
"2","2016-02-26","B2",2016-02-26 01:00:00,23.7021356864608,-35.3379523816009
"3","2016-02-26","B2",2016-02-26 02:00:00,24.4251124851038,-32.3427405941489
"4","2016-02-26","B2",2016-02-26 03:00:00,25.1313602565185,-31.9461403130428
"5","2016-02-26","B2",2016-02-26 04:00:00,24.5658849250358,-32.0039199122133
"6","2016-02-26","B2",2016-02-26 05:00:00,22.9932108183538,-33.9503245003296
"7","2016-02-26","B2",2016-02-26 06:00:00,22.11281801137,-33.3522606046528
"8","2016-02-26","B2",2016-02-26 07:00:00,22.6688418824991,-33.3927895848494
"9","2016-02-26","B2",2016-02-26 08:00:00,20.6936494900742,-33.6482875627148
"10","2016-02-26","B2",2016-02-26 09:00:00,21.2928942189698,-33.7478892977605
"11","2016-02-26","B2",2016-02-26 10:00:00,22.2278413475148,-33.2247048451199
"12","2016-02-26","B2",2016-02-26 11:00:00,22.6505588376061,-31.8466802113347
"13","2016-02-26","B2",2016-02-26 12:00:00,21.4737025273775,-32.3598068407135
"14","2016-02-26","B2",2016-02-26 13:00:00,20.3294112116565,-31.5193569951009
"15","2016-02-26","B2",2016-02-26 14:00:00,20.4106054323338,-30.7373932841439
"16","2016-02-26","B2",2016-02-26 15:00:00,19.9190168217087,-31.0412658865683
"17","2016-02-26","B2",2016-02-26 16:00:00,19.8229077778072,-31.1217142452513
"18","2016-02-26","B2",2016-02-26 17:00:00,21.7695249016948,-31.8503939460626
"19","2016-02-26","B2",2016-02-26 18:00:00,20.7956556067045,-31.6416504734704
"20","2016-02-26","B2",2016-02-26 19:00:00,20.7613153582498,-31.8858229340711
"21","2016-02-26","B2",2016-02-26 20:00:00,22.3724793270223,-30.497887694607
"22","2016-02-26","B2",2016-02-26 21:00:00,22.7192888415392,-28.3720606254947
"23","2016-02-26","B2",2016-02-26 22:00:00,22.9056920156457,-28.2862327796007
"24","2016-02-26","B2",2016-02-26 23:00:00,20.0669358113494,-28.759604431099
